Λήμμα,Επεξήγηση,Άρθρο
Κιαπαμά,Κουπαστή,sing.N
Κιβούρι,Τάφος.,sing.N
Κικαρί,Φλιτσανάκι του καφέ.,sing.N
Κιλίμπρια,Βιβλία.,plur.N
Κινέτα,Μανταρίνι,sing.F
Κιντινάρι,Εκατοντάδα,sing.N
Κιούγκια,Πήλινοι σωλήνες αποχέτευσης.,plur.N
Κιφιλτζάρω,Ταξινομώ,null
Κιχλογέρακο,Μικρό γερακοειδές που κυνηγάει κίχλες και άλλα πουλιά αυτού του μεγέθους.,sing.N
Κι’ αντέσο,Και τώρα,null
Κλάπανος,Ξύλο με το οποίο οι ψαράδες χτυπούσαν τη θάλασσα για να διώξουν τα ψάρια που δεν έπρεπε να μπλεχτούν στα δίχτυα.,sing.M
Κλήμα,Αμπέλι.,sing.N
Κλίτσιος,Ξύλινο εργαλείο με το οποίο καθάριζαν το φούρνο από τις στάχτες.,sing.M
Κλαμπάναρος,Κωδωνοκρούστης,sing.M
Κλαμπάνια,Οι όρχεις.,plur.N
Κλαμπάυτης,Αυτός που έχει μεγάλα αυτιά.,sing.M
Κλανιόλα,“Εργαλείο” της Κρεβατοκάμαρας αποτελούμενο από ένα χωνί και ένα μακρύ λάστιχο που έφτανε μέχρι το Παράθυρο για τις πορδές της νύχτας.,sing.F
Κλαπάτσα,Χάπι για προβατίνες.,sing.F
Κλείσμα,Ελαιόδενδρα μαντρωμένα με ξερολιθιά.,sing.N
Κλείτσος,Μακρύ ξύλινο εργαλείο για να βγάζουν τα κάρβουνα από το φούρνο.,sing.M
Κλειτσινάρι,Χειρολαβή πόρτας η κάτι το γυριστό γενικά.,sing.N
Κλερονόμα,Κόρη που κληρονόμησε την περιουσία των γονέων της.,sing.F
Κλιτσάνες,Ψηλές και άχαρες γυναίκες.,plur.M
Κλιτσί,Πόδι ανθρώπου.,sing.N
Κλιτσινάρι,Μακρύ κλαδί.,sing.N
Κλονί,Ελάχιστη ποσότητα.,sing.N
Κλουδακάει,Πάλλεται.,null
Κλωνί,Μτφ. Καθόλου.,sing.N
Κλωνί,Ένα μικρό μέρος από κάτι συνολικό.,sing.N
Κλωνί,"Κόκκος, Σπυρί πχ. Σιταριού.",sing.N
Κλωστάς,Είδος αδραχτιού.,sing.M
Κλώδα,Η κόρα του ψωμιού.,sing.F
Κλώνα,Μονή κλωστή.,sing.F
Κοίταση,Ύπνος,sing.F
Κοβερναμέντο,Κυβέρνηση,sing.N
Κογιονάρω,"Κοροιδέυω, περιπαίζω",null
Κογκολάδο,Λιθόστρωτο πέτρας.,sing.N
Κοιλιές,Το φαγητό πατσάς.,plur.M
Κοιτάσου,Κοιμήσου.,null
Κοιτασμός,Ύπνος,sing.M
Κοκέτα,Σιδερένιο κρεβάτι.,sing.F
Κοκέτα,Σιδερένιο Κρεβάτι.,sing.F
Κοκαρίγκι,Το κουκούτσι της ελιάς.,sing.N
Κοκιναρίδα,Μικρό πουλί με κόκκινη ουρά που την κουνάει συνέχεια.,sing.F
Κοκινογούλι,Παντζάρι.,sing.N
Κοκκικίλας,Τόπος με κοκκικιές.,sing.M
Κοκκινάβαρη,Πούδρα.,sing.F
Κοκκινολάχανο,Ήμερο χόρτο.,sing.N
Κοκκονέλα,Ο κόκκος του καλαμποκιού τηγανισμένος – Πόπ Κόρν .,sing.F
Κοκολόγια,Οι ξερές ελιές που μένουν μετά τη συλλογή του ελαιοκάρπου.,plur.N
Κοκορίνα,Πόρνη πολυτελείας.,sing.F
Κοκοτίνες,Τηγανισμένο Καλαμπόκι - Ποπ-Κόρν.,plur.M
Κοκόνα,Όμορφη γυναίκα.,sing.F
Κολάνα,"Περιδέραιο, Κολιέ",sing.F
Κολέας,Συνέταιρος,sing.M
Κολέτο,Κασκόλ.,sing.N
Κολέτο,Γιακάς.,sing.N
Κολαρίνα,Γραβάτα,sing.F
Κολαρίνα,Παπιγιόν,sing.F
Κολεμοντάδος,Γραβατωμένος – Στολισμένος.,sing.M
Κολετάντες,Γραβατωμένος,sing.M
Κολιάντζα,Ευκοιλιότητα,sing.F
Κολιάστρα,Το πρώτο γάλα.,sing.F
Κολιανίτσα,Ευκοιλιότητα,sing.F
Κολιατσίδα,Χόρτο του οποίου το άνθος κολλάει στα ρούχα.,sing.F
Κολοέντσες,Φιλίες.,plur.M
Κολοκούρι,Κούρεμα προβάτων,sing.N
Κολοκυθοκούλουκα,Το άνθος των Κολοκυθιών.,plur.N
Κολοκυθόγατος,Αδυνατισμένος Γάτος.,sing.M
Κολομπίμπιρι,Μακαρόνια σούπα σκέτα.,sing.F
Κολομπίνα,Το περιστέρι,sing.F
Κολομπίνα,Χριστόψωμο σε σχήμα πλεξούδας με ένα κόκκινο αυγό και ένα φτερό επάνω.,sing.F
Κολομπίνι,Νεογνό περιστεράκι.,sing.N
Κολονάτο,Παλιό νόμισμα,sing.N
Κολονέτα,Διακοσμητικό κολονάκι μπαλκονιού.,sing.F
Κολονέτα,Μικρό κολονάκι.,sing.F
Κολοράδος,Χρωματιστός,sing.M
Κολορέντζα,Εντερική πάθηση.,sing.F
Κολορίτο,Χρωματιστό,sing.N
Κολορόϊ,"Μικρόσωμο, μικροσκοπικό.",sing.N
Κολοσούσα,Πουλί που κουνάει την ουρά του και μεταφορικά η γυναίκα που κουνιέται.,sing.F
Κολοφωτιά,Πυγολαμπίδα.,sing.F
Κολπίρει (δεν με),Δεν με πειράζει.,null
Κολπίρω,Αρρωσταίνω βαριά.,null
Κολτρίνα,Κουρτίνα,sing.F
Κολόβι,Δεμάτι.,sing.N
Κολόκα,Κολοκύθα.,sing.F
Κολόκα,Δοχείο από άδεια ξεραμένη κολοκύθα.,sing.F
Κολόμπα,Κορμός του ελαιόδενδρου.,sing.F
Κολόρο,Χρώμα,sing.N
Κοματσούλι,Κομματάκι.,sing.N
Κομεσιονάτος,Εντεταλμένος – Επίτροπος,sing.M
Κομεσιόν,"Εντολή, παραγγελία.",sing.F
Κομεσούρα,Συναρμολόγηση,sing.F
Κομιντόρο,Ντομάτα,sing.N
Κομισιόν,Επιτροπή,sing.F
Κομισούρες,Πατούρες σε ξύλινη κατασκευή.,sing.F
Κομούνα,Κοινότητα – Πολιτεία.,sing.F
Κομπάνιος,Συνέταιρος και συνομήλικος.,sing.M
Κομπάρσα,Εμφάνιση,sing.F
Κομπάσο,Διαβήτης,sing.N
Κομπέβελος,"Αντιδραστικός, oπισθοδρομικός",sing.M
Κομπανία,Παρέα,sing.F
Κομπαρίρει,Εμφανίζεται,null
Κομπαρίρω,Εμφανίζομαι,null
Κομπραβέντης,"Έμπορος , μεταπράτης",sing.M
Κομπρομέσο,Συνυποσχετικό,sing.N
Κομπόλιοι,Είδος θαλασσινής πεταλίδας.,plur.M
Κομός,Συρταριέρα,sing.M
Κον κουέστο,Και τι μ’αυτό,null
Κονάκι,Φίδι που πάει στραβά.,sing.N
Κονίδες,Αυγά από ψείρες.,plur.M
Κονβιτσιόν,Συμφωνία,sing.F
Κονγκολάδα,Λιθόστρωτο,sing.F
Κονκρί,Είδος παλαιού μπετόν,sing.N
Κονσάρω,"Πασάρω , εμφανίζω ,παρουσιάζω.",null
Κονσένιο,Ενέχυρο,sing.N
Κονσενιάρω,"Παραχωρώ, παραδίδω",null
Κονσενιάρω,Μεταβιβάζω – παραδίδω.,null
Κονσούμο,"Προμήθεια, δαπάνη, κατανάλωση",sing.N
Κονσούρτο,Σύσκεψη,sing.N
Κονστιτούτο,Συμβολαιογραφική πράξη.,sing.N
Κονσόλα,Έπιπλο σπιτιού,sing.F
Κοντάδα,Μετρητά,sing.F
Κοντάρω,"Διηγούμαι, λογαριάζω, μετρώ",null
Κοντέα,Μεγάλη ιδιόκτητη περιοχή,sing.F
Κοντέσα,Κόμισα,sing.F
Κοντεντατσιόν,Ικανοποίηση-Ευχαρίστηση,sing.F
Κοντεσίνα,Η κόρη της Κοντέσας.,sing.F
Κοντοσούβλω,Κοντή και άσχημη γυναίκα.,sing.F
Κοντοσούρι,Κοντός άνθρωπος (περιπαιχτικά).,sing.N
Κοντοστάμπελος,Χωροφύλακας.,sing.M
Κοντράδα,Πλευρά δρόμου πόλης,sing.F
Κοντράδο,Εναντίωση.,sing.N
Κοντράκι,Βράχος .,sing.N
Κοντράστο,Αντιπαράθεση.,sing.N
Κοντράτο,Έγγραφη συμφωνία δύο ατόμων,sing.N
Κοντρίνα,Κουρτίνα.,sing.F
Κοντρα πέλο,Κόντρα ξύρισμα,sing.N
Κοντραμπάδο,Λαθρεμπόριο.,sing.N
Κοντραμπαντιέρης,Λαθρέμπορος.,sing.M
Κοντραπέζα,Τραμπάλα,sing.F
Κοντραπούντο,Αντίστιξη στην μουσική,sing.N
Κοντραπόστα,Αντίθετη θέση.,sing.F
Κοντραπόστο,Αντίποινα.,sing.N
Κοντραρίσματα,Διηγήματα,plur.N
Κοντρασκάρπα,Η απέναντι πλευρά μιας οχυρωματικής τάφρου.,sing.F
Κοντραστάρω,Αντιπαρατίθεμαι,null
Κοντρόλο,Έλεγχος,sing.N
Κοντσάρω,Διανθίζω,null
Κοντσαρισμένα,Τσιγαρισμένα.,null
Κοντόρνο,"Περίβολος, πέριξ",sing.N
Κονφερμάδος,"Εγκεκριμένος, επικυρωμένος",sing.M
Κονφικάρω,Κατασχέτω,null
Κοπέτα,Βεντούζα,sing.F
Κοπίδα,Κυρτό μεγάλο αγροτικό μαχαίρι.,sing.F
Κοπελοπούλα,Κοριτσάκι,sing.F
Κοπελούλα,Κυκλάμινο.,sing.F
Κοπρίτες,Ράτσα μανιταριών.,plur.M
Κοπριλίγκες,Κόπρανα κατσίκας.,plur.M
Κοπρομπούμπυλας,Ο Σκαραβαίος.,sing.M
Κορέλια,Κολιέ από ψεύτικα μαργαριτάρια.,plur.N
Κορέντο,"Εγκάρσια τομή ξύλου, σόκορο.",sing.N
Κορίτος,Πέτρινη λεκάνη για να πίνουν τα ζώα.,sing.M
Κορακοζώητος,Υπέργηρος.,sing.M
Κορδέλες,Συνεχείς στροφές ορεινού δρόμου,plur.M
Κορδαρω,Βλ. Ακορδαρω,
Κορδιάλο,Τονωτικό,sing.M
Κορνιζόνι,"Γείσο στέγης, κορνίζα.",sing.N
Κορνιόλα,Δακτυλίδι αντίκα,sing.F
Κορπίρω,Παθαίνω αποπληξία,null
Κορσοβέλονο,Βελόνα πλεξίματος πουλόβερ.,sing.N
Κορτέλο,"Κάθετο, μαχαιρωτό.",sing.N
Κορτέλο,Μαχαίρα χασάπη.,sing.N
Κορτίνα,Τμήμα τοίχους μεταξύ δύο προμαχώνων,sing.F
Κορτελάτσα,Λίθινο στηθαίο προκυμαίας.,plur.N
Κορτελίνα,Μικροτερο μαχαίρι χασάπη.,sing.F
Κορτόνε,Λίθινο υπερυψωμένο πεζούλι στο άνω μέρος των τειχών του φρουρίου.,sing.N
Κορφίγκος,"Το πρώτο γάλα μετά τη γέννα των προβάτων, πηγμένο. Τρώγεται με κανέλα και ζάχαρη.",sing.M
Κορφινός,Αυτός που είναι στην κορυφή.,sing.M
Κορότο,Πένθος.,sing.N
Κοσούλτο,Συμβούλιο,sing.N
Κοστάρεται,Δεν υποφέρεται η βρωμιά,null
Κοστάρω,Αξίζω,null
Κοστοδιτά,Κοστολόγηση,sing.F
Κοτογέρακο,Μεγάλο γεράκι που συχνάζει κοντά σε κοτέτσια και αρπάζει κότες.,sing.N
Κοτσάρω,Φτάχνω δεμάτια,null
Κοτσανιάζω,Κρυώνω.,null
Κοτσαπιάτης,Επισκευαστής σπασμένων κεραμικών,sing.M
Κοτσιλιάρα,Αγριολάχανο,sing.F
Κοτσινίδα,Κοτσίδα.,sing.F
Κοτσιντούρα,Κούρεμα «Γουλί»,sing.F
Κοτσιφός Κερομύτης,Μαύρο κοτσύφι με κίτρινη μύτη.,sing.M
Κουά ντε ροντίνε,Γωνιακές εγκοπές για τη σύνδεση δύο τεμαχίων ξύλου.,
Κουάδρο,Κάδρο .,sing.N
Κουέτο,Υπέργηρος άνθρωπος.,sing.N
Κουίνι,Μικρή αλογοουρά μαλλιών.,sing.N
Κουαρελάρω,Καρφώνω με τα μάτια.,null
Κουβάληνε,Κουβαλούν.,null
Κουβέρνο,Κυβέρνηση.,sing.N
Κουβεντόρι,"Συνέντευξη, συζήτηση",sing.N
Κουβερνταδόρος,Κυβερνήτης,sing.M
Κουβερτέλα,Πέτρινη η μαρμάρινη επικάλυψη του επάνω μέρους ενός τοιχίου,sing.F
Κουγιάμπαλο,"Κουτό, κουτέλικο, χαμένο, χαζό",sing.N
Κουετούρος,Αξιωματικός – πολεμιστής,sing.M
Κουζινιέρα,Μαγείρισσα,sing.F
Κουκάγια,Υπέργηρος άνθρωπος.,sing.F
Κουκέτα,Σιδερένιο κρεβάτι.,sing.F
Κουκέτα,Σιδερένιο Κρεβάτι.,sing.F
Κουκλουζιόνες,Προτάσεις σε δικαστήριο,plur.M
Κουκομέλες,Μανιτάρια.,plur.M
Κουκουέρι,Πόστο κυνηγού.,sing.N
Κουκουλιάτα,Κούκος,sing.F
Κουκουλόχορτο,Αγριολάχανο.,sing.N
Κουκουμίδα,Καρούμπαλο,sing.F
Κουκουνάκι,Βαθύ κάθισμα (στα γόνατα).,null
Κουκουντιάζω,Βαθύ κάθισμα.,null
Κουκουράντζα,Ξεραμένος ελαιόκαρπος.,sing.F
Κουκουρέντζο,Στομάχι.,sing.N
Κουκούγερας,Ένα τοπικό φαγητό.,sing.M
Κουκούγεροι,Καρναβαλιστές.,plur.M
Κουκούδι,Το ξεραμένο αίμα στην πληγή.,sing.N
Κουκούμι,Μπρίκι,null
Κουκούτσα,Αγκινάρα.,sing.F
Κουλάτα,Η πίσω πλευρά.,sing.F
